name	median	lower	upper	bulk_ess	tail_ess	rhat	idx	id
logit_prob_seq_ind[442]	0.47568699999999997	-0.210024	1.27869	12094.491890367728	5339.430540147125	1.000939879388568	442	442
logit_prob_seq_ind[443]	-0.7373535	-1.98855	0.662309	10738.784090292302	5462.55247028038	0.9999321608338049	443	443
logit_prob_seq_ind[444]	0.631946	-0.170875	1.52014	11449.462838071493	5523.054109101615	0.9999394863482319	444	444
logit_prob_seq_ind[445]	0.40530449999999996	-0.844218	1.74069	12745.13923311028	5806.120908879381	0.9999658124841868	445	445
logit_prob_seq_ind[446]	-0.0350124	-0.833964	0.752894	10104.458805689632	5203.540565708685	1.0007500726763277	446	446
logit_prob_seq_ind[447]	-0.2365005	-1.00683	0.634005	10901.968850379068	4965.979705013237	0.999915127758223	447	447
logit_prob_seq_ind[448]	0.7090515	-0.743814	2.22558	11101.036738994437	5207.4257393999005	0.9999749236921012	448	448
logit_prob_seq_ind[449]	-0.3105	-1.14492	0.456417	9704.66601420525	4492.515868291762	0.999906506288459	449	449
logit_prob_seq_ind[44]	-0.5342365	-1.25367	0.196834	8779.416405159724	4774.888922369679	1.000445750791037	44	44
logit_prob_seq_ind[450]	0.08097460000000001	-0.768211	0.984968	11097.684317696529	5292.478408480916	0.999913360647016	450	450
logit_prob_seq_ind[451]	0.21210400000000001	-0.843025	1.36635	8403.054108714137	4991.718422437596	1.000458946110061	451	451
logit_prob_seq_ind[452]	-0.01895815	-0.815808	0.80361	11946.842850948588	4728.78768883703	0.9998850758443921	452	452
logit_prob_seq_ind[453]	0.001730985	-1.03754	1.07833	9696.296542335262	4793.134326761148	1.0003521843177592	453	453
logit_prob_seq_ind[454]	0.40143799999999996	-0.501459	1.32267	13218.83650767869	4669.667365577327	1.0001431369400453	454	454
